block-brain-puzzle	6073e813-6544-4a71-a128-4e75240682d9
mcp-chain-of-draft	1cba2fd5-0830-460b-bf4b-e84f50e3c450
cisco-wwai	dd6dfd94-0887-4b48-aa7f-394555e348af
moderation-agent	410f39a2-7b76-4670-8300-533992920c46
carparts	596f6d03-5d80-4f30-ae9e-f612265785f6
utelogy	4f566fda-fb08-4731-afec-728b2393d52d
fallout-ccxp	295ffab2-c7e4-4b8e-aed5-36cf92caa002
sisu	8e86c144-54f3-489c-a33d-f34caea1a605
