ethika	371bac45-1f8c-41cc-b3cd-1e8ad62b3bb6
traffik	7c53202c-1313-44a9-9777-43f8dfa7fc22
young-company	9eeebf18-75ee-4db9-9a2e-33ae0ab15c32
akua	da794398-7b09-4919-9955-0835f14d947d
freelance	86fb2538-3b56-4499-9f91-884f7ed31b0c
